model,case_id,trace_id,base_is_correct,n_sentences,n_boundaries,vocabulary_size,converge_boundary_tvd,converge_token_frac_tvd,tvd_max_first,tvd_max_at_convergence,tvd_median_first
glm-4.7-flash,fb9fdfc495c899901c9c864e13bfeaff,4022cc5511306f04c5363f37d26577582ef21e227e4abecc92bd29f9af87b230,True,40,41,8,0,0.0,0.19999999999999996,0.19999999999999996,0.0
glm-4.7-flash,fb9fdfc495c899901c9c864e13bfeaff,021c663ef67d39834a5924a92b33594386f595155aef014fe4c88355849c3d6d,False,150,151,12,114,0.733836560551362,0.9,0.15000000000000002,0.8
glm-4.7-flash,14a87d69ccc079d85a0f5d57dc4a7bdb,1466d4cce58cf59181cbb3bf928f34db8a02d6aa27a2fe5d391ff0a399eade2c,True,82,83,21,41,0.5237741456166419,0.6000000000000001,0.050000000000000024,0.6000000000000001
glm-4.7-flash,44182d567f7978b8cf0aa37c5ce0d4aa,ad123216bbb987880df30364a3def58e50c305ba585042fa2f34418e15ed1180,True,210,211,57,56,0.33417605148241786,1.0,0.19999999999999996,1.0
glm-4.7-flash,6c4cccbdfe3340d1de38720b444b4e83,a4245708a05802146ab3eaf378cc414451b48a91398758077eaecd6c630f3acf,True,73,74,77,27,0.36919159770846594,0.7000000000000003,0.15000000000000002,0.7000000000000002
glm-4.7-flash,6c4cccbdfe3340d1de38720b444b4e83,9168cd942728510904a02deadcd8724e1b05000123846bf0ea1f58f9933cc6b2,False,121,122,57,14,0.11077080142930067,0.9500000000000002,0.15000000000000002,0.9500000000000002
glm-4.7-flash,967834058a7e6f5cb903d6d983ecba7e,eda4c836c75380ed49ea9cc29771d9cd354855600f164513d2ec79336a207086,True,139,140,22,22,0.15964848041010618,0.7000000000000001,0.2,0.65
glm-4.7-flash,967834058a7e6f5cb903d6d983ecba7e,ad742c8e9dc9dd77e446a01a065bcd5059f5b1aa6384b8f02720b5155f0f83f6,False,145,146,36,79,0.6050389032975176,1.0000000000000002,0.2,1.0
glm-4.7-flash,bc3da8074eec813548bda5ec813b8a9b,7b4d246d6180bc8067f1f92139c10c1fa714a69317f61d4a707b9c362ba22c62,True,258,259,66,78,0.37281553398058254,0.4500000000000001,0.19999999999999996,0.24999999999999997
glm-4.7-flash,bc3da8074eec813548bda5ec813b8a9b,835f0d6cb931a2b37d1852d4995589cb4878edf668bffca0907716ba70d68909,False,4,5,19,4,1.0,0.5500000000000002,0.0,0.42105263157894746
glm-4.7-flash,d9e1496466a6206a8617add56ddce386,4832f6608e50ef415dbca3b9f98755a7b07f25a793e3e9a6a9ad202846d4b6ac,True,84,85,57,62,0.7483296213808464,1.0,0.15000000000000002,0.7500000000000001
glm-4.7-flash,d9e1496466a6206a8617add56ddce386,59e56862785c3d6bfd45af63b8ce099661b5ddb3bc6491d8f3083afe69cbc8d6,False,29,30,27,15,0.42916666666666664,0.9000000000000001,0.15000000000000002,0.8500000000000001
glm-4.7-flash,fc75c4214c86972be10f49fa2b6b58ee,df6b1577bd0ecf9ff12e4ea93100695860425c9f4655060cf06b91433695d26f,False,338,339,198,187,0.5612207602339181,1.0,0.2,0.8973684210526314
glm-4.7-flash,224470287933cd1645a9c37f922eb1c8,359cff442f436934632dbdee6ae6fec7f1870a98f89bcb1f32d2b9df8ea4eee4,False,292,293,54,154,0.5355812991311544,1.0000000000000002,0.19999999999999998,1.0
glm-4.7-flash,6cae95de019b8b107893b29e2418ab4a,2b0bb813ccc85be002ad035be0469a9f4bb2541e47319d877eade7a2cce4a553,False,38,39,25,17,0.34532374100719426,0.9,0.050000000000000024,0.9
glm-4.7-flash,99056c3c2db73e4929ee1df107d73688,7592260487d6f9cd04f81c45106c55307e4407267885c175ef75fb5c81c3d1c4,True,196,197,55,39,0.21719584152851926,0.7500000000000002,0.2,0.7500000000000002
glm-4.7-flash,99056c3c2db73e4929ee1df107d73688,4b818a1d0d28d2f296e2ee401ef3cabb56c6bb7831fd0e2a3260b91a8a1bf61e,False,288,289,44,120,0.4219685628742515,0.7000000000000001,0.2,0.6000000000000001
glm-4.7-flash,bcac057435ccb3a54effa545db18a3d1,14a9b7522b4cb2610599acb324459642a60f0dae90a3b4419b89c1bca9e7b611,True,105,106,229,34,0.364477335800185,1.0000000000000002,0.19999999999999998,1.0000000000000002
glm-4.7-flash,bcac057435ccb3a54effa545db18a3d1,de8f5db17e20ac7312441fe1aebaff9d1a294cccc9bf86644d12bfa216eefb6c,False,332,333,275,145,0.4443281707827543,1.0000000000000004,0.2,1.0000000000000002
glm-4.7-flash,da2bd7e45b94e13e1fb97126ca03fcc4,920e3bdd25392d30f25583e0461dd8083fe64e47e8f1f868b09973b0a87044f0,True,193,194,61,117,0.5980392156862745,1.0,0.15,0.8
glm-4.7-flash,da2bd7e45b94e13e1fb97126ca03fcc4,c37874945d095004de3e135a7755fcfc78316b5e287ac9cdc9f8ce23cc59fcff,False,62,63,53,23,0.3675496688741722,0.95,0.19999999999999998,0.8999999999999999
glm-4.7-flash,24686977bb5ff6eaee7dac452c92c4be,1ad07400b2dad6ab74fb94a1e9aa3286d662753f691ea8b4ea007f608768e068,True,51,52,64,13,0.2706349206349206,0.9500000000000001,0.19999999999999998,0.9500000000000001
glm-4.7-flash,24686977bb5ff6eaee7dac452c92c4be,75839765f4c227068f0b1d89cbb15b59791db7348344d33258a266ec71832dc7,False,134,135,158,73,0.6010174418604651,1.0000000000000002,0.2,0.9500000000000002
glm-4.7-flash,47601c56544121804558b55dbddc694b,79393d9abcf4205932effabf3c12e683b2d326214ae4134be4d1eab004a2d7cd,True,69,70,32,26,0.3368945868945869,0.55,0.19999999999999998,0.35000000000000003
glm-4.7-flash,47601c56544121804558b55dbddc694b,d977d9afafeaac901b5db5a0e63be540855e83623217f8583a2ef67bd87cc646,False,93,94,34,38,0.3882567137005007,1.0,0.19999999999999998,1.0
glm-4.7-flash,711f389c59ebfcb9eb04d37c86efae77,2b5c1412cd0c7cf86f45b89c848bf2c91b58cf1e5aaf5f2ffa8e42649df9e158,True,55,56,19,17,0.28307123034227566,0.44999999999999996,0.19999999999999998,0.44999999999999996
glm-4.7-flash,711f389c59ebfcb9eb04d37c86efae77,1c8db804d7c7a8df06d94e3b7f51205dd6193e95aa253e4a65f52c88277ee0a2,False,58,59,30,31,0.459546925566343,0.8500000000000001,0.19999999999999998,0.5250000000000001
glm-4.7-flash,9c22e95143200153a9b0c049452517e1,e48537ceb9aa459ad6d9aa0db3f8905548be7e80f992e63c947fc88ded72c871,True,196,197,89,92,0.4298742913482869,0.8,0.15000000000000002,0.75
glm-4.7-flash,9c22e95143200153a9b0c049452517e1,f47e2ccb957cf80c6a80f617d52c6e6774bb7f0581c3c416443290ae9b63207a,False,267,268,188,198,0.7417171357320983,1.0,0.19999999999999998,0.9999999999999998
glm-4.7-flash,beea037b8f8cec59caa352ec11f501da,c8fdd1c758506b66ca9174c1d9788425c1a58803ee36346e742e0fac64d7b9ba,True,26,27,36,9,0.25,0.7500000000000001,0.052631578947368446,0.7500000000000001
glm-4.7-flash,beea037b8f8cec59caa352ec11f501da,1791b5666d38dfa0b4929aab09d8329438bf086abd4c6f71c017c4a8536c8135,False,56,57,34,14,0.23666343355965083,0.7000000000000001,0.19999999999999998,0.6500000000000001
glm-4.7-flash,df37dd0f3c463be2b4787059b63a9028,d6ac27c2e32e3cd8f6fe36f79aea1faa66c690e0f44cbfadf570c95e478e7db9,True,50,51,83,17,0.25726872246696036,0.6000000000000003,0.19999999999999998,0.6000000000000001
glm-4.7-flash,258c0f33efb3e637962b4ea8f6971d09,f8730a9f89eb49b7c1cfdc6d476e8d68ec67bc15b15d9da7b3fdae93d6814f27,True,186,187,69,55,0.3172077922077922,0.75,0.2,0.7000000000000001
glm-4.7-flash,48d8738209cbe3d0f3490417e6c37914,57496d07e0f94950d9100df79f830d9c5f2b0f150939b0a70caeea797765c397,True,74,75,54,66,0.8940845070422535,0.9500000000000002,0.19999999999999998,0.9000000000000001
glm-4.7-flash,715eb949cafa36ccc69ff816a68a68bd,118356764ff8814af26e0a796dc37ed0834270346623b32d872ff253a56ef83d,True,91,92,133,41,0.42155525238744884,0.9999999999999999,0.2,0.9499999999999998
glm-4.7-flash,715eb949cafa36ccc69ff816a68a68bd,f66d2f965a9abed82eef1dd65edba2a9d86281a646fa04833290fce24d4460c6,False,84,85,124,51,0.6005929690808979,0.9473684210526315,0.15000000000000002,0.7407894736842104
glm-4.7-flash,9d8432d3b13c02fb04b55e0a74c6c063,bab68997abb7b1315f8128cb437cd3e74f94f6f236ed64a79c5b1f79f7981726,False,250,251,95,116,0.46280651143622503,1.0000000000000002,0.19999999999999996,0.9750000000000001
glm-4.7-flash,bf8e15580571e5c3976117c303cf144e,21a0949470ff49e5359f919ef1165a35323ff0fe2e011b2aa4dd18029a2018d8,False,257,258,81,38,0.1712782986508118,1.0000000000000002,0.19999999999999998,1.0
glm-4.7-flash,dfa32d028f082d978149d2633a2c8bf3,74926859d1b7eb0e7cb6e07fbe873b72306b0488cf632a9a97699a064e06c951,True,111,112,79,34,0.3328785811732606,0.65,0.09999999999999999,0.5500000000000002
glm-4.7-flash,dfa32d028f082d978149d2633a2c8bf3,baa1890f0f8a3ec0863dcf2c0bfa732d3d4da1a1dadb473007de6fb40fcaa4d5,False,223,224,87,68,0.3204443494979705,0.9500000000000003,0.15000000000000002,0.9500000000000002
glm-4.7-flash,27f2b910c19b40bb9f36ce9a3a8909af,05e8b723f7ac07382910a014e2d3f7a3c5e8bee44211511a158da125c7794fc7,True,150,151,99,65,0.4282422646477946,0.7000000000000001,0.15000000000000002,0.65
glm-4.7-flash,27f2b910c19b40bb9f36ce9a3a8909af,e0197da839568906d6f2a00055ee26b28b54fea26a4b019211d6e6db79c05994,False,184,185,139,64,0.3927238805970149,0.75,0.2,0.75
glm-4.7-flash,4abc3a40659612c935b6036cf7018466,501a7d44b89c049942505d8789cecb3c158901e24cfe09690bd6fa135a501066,True,145,146,154,59,0.4837421563034798,0.8500000000000001,0.2,0.65
glm-4.7-flash,4abc3a40659612c935b6036cf7018466,28230232e6648f24ffe20fb796feac7f198b75d18a39ea69014e085c407aa3a2,False,55,56,59,16,0.23059360730593606,0.9500000000000001,0.09999999999999998,0.9500000000000001
glm-4.7-flash,7351fe5f8ee14ff826bc262030efc469,10d16d1035218fa1888612333473588066552f0e5786f5c3c4aebc51174d6228,False,83,84,23,34,0.4131396083385976,0.8,0.15000000000000002,0.7
glm-4.7-flash,c13ba1d468ea408964a3ccd245638056,1eb610e35a9050ab0d44ec038d5227aca0f8124f4ba219eeea3406a2ec626daf,False,200,201,23,123,0.6586462189317821,0.9,0.15,0.7999999999999999
glm-4.7-flash,e71511f59eb934d904d9e69b91fb59ac,76f174726bf56b12d85cda8e1511e5eaa9198b26532360ce20fd92a16b08b239,False,107,108,48,53,0.4777388694347174,0.8500000000000001,0.19999999999999998,0.7000000000000001
glm-4.7-flash,288897f502a272f8f0b8b999354a154d,379faaf94d068c9a70750e7a874255163ba4560d279e6c798cf4c276eed8cee1,False,299,300,79,13,0.06527415143603134,0.7777777777777779,0.19999999999999998,0.7777777777777778
glm-4.7-flash,4ac69654711e8b95f09faca42e95c605,92e54f1e44584ad4cd53ecbb2a401ea5fa52e0ffd36cd33b6c9c0ae1e571b1dc,False,115,116,77,93,0.8169785486079416,0.55,0.19999999999999996,0.45
glm-4.7-flash,7d75815cb2310bdcf17826679b94cee2,286230e63d9e72c1dd13e7c9bd63fd7bf0a329e40ed28188ec1d6e296339a838,True,46,47,53,12,0.36018411967779057,0.7000000000000002,0.19999999999999996,0.5
glm-4.7-flash,a670afa64f606d20eed4a435fc89d120,6cb3e5bb803018a15c2028631050305565c74b4ff4eceb9ec18ee36d1137e529,True,50,51,114,20,0.32344213649851633,1.0000000000000002,0.09999999999999998,1.0000000000000002
glm-4.7-flash,a670afa64f606d20eed4a435fc89d120,f2d74c7838db16db07d217d99812bee671d171fa4a07af64455f5336c49b6022,False,76,77,118,17,0.22776711452335252,1.0000000000000002,0.2,1.0000000000000002
glm-4.7-flash,c150008220a1497832471d8e8d4e2edb,8f7139537a53d14297e330e03e0857d3a32ab22d0fdb8d37b7a92849d04edc29,True,100,101,38,7,0.06732776617954071,0.4500000000000001,0.2,0.45000000000000007
glm-4.7-flash,e84545b4073db0c4d84a58b5f4243d50,85f1d92febaf4866a6729716a4fb13eb342bbb7720921ba77868cb61d022cd84,True,86,87,11,27,0.3983548766157462,0.55,0.09999999999999999,0.55
glm-4.7-flash,e84545b4073db0c4d84a58b5f4243d50,779273f5a384c7f40babfe5c0888e6477d8b5e8330f156be491e99fc7065e1ab,False,175,176,17,36,0.22814856185423066,1.0,0.19999999999999996,1.0
glm-4.7-flash,28c328b44b6a8b287cd1e29bfc9c17eb,df882243712ba468484104f295da9dcd56c2465027003283c4462d030c834c85,True,67,68,54,22,0.23483057525610718,0.8000000000000002,0.19999999999999998,0.8
glm-4.7-flash,28c328b44b6a8b287cd1e29bfc9c17eb,c205055a82c57efe737ddff486bb36eea3acca84bffdce9d45f184d4608cccbb,False,62,63,42,32,0.5015923566878981,0.9999999999999999,0.09999999999999999,0.7934210526315788
glm-4.7-flash,5355d6e5738c1e76aa8f1441131c9295,a5a6a9a1da91c0217b8eac4853e5248db94976099d205e3a56eda31af7523749,True,104,105,34,29,0.23898228078146297,0.8500000000000002,0.10000000000000003,0.8500000000000001
glm-4.7-flash,839d5849b985de3b732f197086218847,094757b64dfefa987c316ff904fcfad036356b5c47d0fd1dae43ecc652408937,True,210,211,46,55,0.28433216877183554,0.5499999999999999,0.15000000000000002,0.4000000000000001
glm-4.7-flash,839d5849b985de3b732f197086218847,742f702ab1cb91bd8994f42b168f260fb4f25826c0ea812f03f6fbc802dae64e,False,149,150,26,17,0.16587850127319026,1.0,0.19999999999999998,1.0
glm-4.7-flash,ab0226a3a9dc01c8c9b91a47198bed63,007af9e13451a3dc0ad41554d420d15729aec5ac4e2c7f9c602841fb2b2af76a,True,47,48,14,9,0.20883977900552486,0.45,0.15000000000000002,0.39999999999999997
glm-4.7-flash,c4ce6239240ed6d8489f1ee8bf9a4784,d8228ed2c40ccf4bedea1ae709c112760f9bbdaba2350ef7aac8e89869fcb2b9,False,209,210,20,24,0.17434693278544175,0.9,0.15000000000000002,0.9
glm-4.7-flash,e9c3b2227f99155be055e871c23ef702,a46b6a7d67f5cca07326de561c7f3dfad072ce2cddef216f28dfbe96045e56ac,True,116,117,26,26,0.24206200971236458,0.4,0.09999999999999999,0.4
glm-4.7-flash,e9c3b2227f99155be055e871c23ef702,cb92988e7abe7928cab0639a3c92bdb5c3d40d742208b93b24427fc3225c5279,False,187,188,33,177,0.9526901669758813,0.9500000000000001,0.15000000000000002,0.85
glm-4.7-flash,34d053d3a9b3a1f013655f7223718de7,168756db524f831b277f4bec029aad978f50b98fce02f7917b365afd190c8ac3,True,269,270,75,144,0.548614266242617,0.6500000000000001,0.2,0.35
glm-4.7-flash,34d053d3a9b3a1f013655f7223718de7,751c30e68f202d671ba116507134f2f27b25822392486c36b111ee9c9e7db232,False,144,145,68,66,0.47920433996383366,0.6500000000000001,0.19999999999999996,0.525
glm-4.7-flash,5bebb5ccb1b21ef642e37fb57088d0af,e8fd4118ca360a1986cbc1dc1b51cfb49e3fdb235d555945a109826ee8ec546d,True,257,258,120,213,0.835549926113574,0.8500000000000001,0.19999999999999996,0.6000000000000001
glm-4.7-flash,5bebb5ccb1b21ef642e37fb57088d0af,6cffa262662ec0637e05df28837de84049dba54274ffbd437a1e172589c869df,False,121,122,64,19,0.20395002015316405,0.8000000000000002,0.2,0.8
glm-4.7-flash,855d2426bc87f84b919fa59d39097374,d0fe72a24db0bab3f395e07dd290f85dc29c947d18a48246479497c613764226,True,56,57,17,22,0.30259067357512953,0.6000000000000001,0.19736842105263155,0.5486842105263158
glm-4.7-flash,855d2426bc87f84b919fa59d39097374,848b85778af52c7c41477c042d5ca3d733d93683f9d819c824201049b25dc4de,False,161,162,20,43,0.34879948085658663,1.0,0.2,1.0
glm-4.7-flash,ab79da6338f2deff095e1bf3b5b4d9f0,8fe36c09eeac9ffb6eb19c6fb34f9d57e2b8209ca135e9af3f1c0528d1ca61a9,True,46,47,35,17,0.26600441501103755,0.4000000000000001,0.050000000000000024,0.4000000000000001
glm-4.7-flash,ab79da6338f2deff095e1bf3b5b4d9f0,bd7769ef16c36131ce00ff26d8fb93968ef29bb14ac16d3eebbb9ba188574ccc,False,228,229,47,94,0.445078847199565,1.0,0.19999999999999996,0.8500000000000001
glm-4.7-flash,c95386c8d35897f730a382e76e5ae272,1820b90c15f1fb29e10fa4e167b572e068bf58538b7e136f8f7f2f53f980173c,True,162,163,64,66,0.4296817172464841,0.6315789473684211,0.19999999999999998,0.4
glm-4.7-flash,c95386c8d35897f730a382e76e5ae272,6fa7ce6cb4b0e67115ee234836219277d68d5f49636962c37a1e5b4b50e3febc,False,113,114,46,37,0.35297157622739017,0.9500000000000001,0.2,0.95
glm-4.7-flash,cc91c75860966ea7d69d7a716a857add,5f494632162108bf04da608cc93a138e898701f465d6d94978e74b299386712c,False,345,346,81,69,0.22462732285072493,0.6500000000000001,0.19999999999999998,0.6
glm-4.7-flash,3544e050c3ae29b6422ea56dc506cd8d,cdde01a5833ee98287eb509d7af4b9e02b6fa1ea1208ae602bb7a64fec59809b,False,510,511,209,375,0.709534834771627,0.9000000000000001,0.19999999999999998,0.8500000000000001
glm-4.7-flash,5e7abd32af948047598121dd03ac97b6,0b5a1f396eecd13636044ab491984fdfb254465f8fdcd0146a725ff5bd987576,False,367,368,22,48,0.17026427274561226,0.9473684210526316,0.2,0.9
glm-4.7-flash,b1e59a85b6e9c1e020d2392193d668fb,42e31b61f50fafc018004e899086d726e10f17510d64af171c4c9f48490ad08a,True,357,358,64,53,0.22474881015335801,0.7000000000000001,0.19999999999999998,0.7
glm-4.7-flash,392e2a9bea699b47177b6179d80b2b23,f5eff48fe899f017c78b01916eaa8b76e033935f7633a0ef69394571c389642c,False,517,518,103,305,0.6171875,0.8000000000000002,0.2,0.7000000000000001
glm-4.7-flash,b1e9764076e3a29c4c3c4738b878b57a,a754faffac40125ac967f7e832d1ac66dcdcf918111b41611e206f63ee550a14,False,416,417,213,94,0.21211305518169582,1.0,0.2,1.0
glm-4.7-flash,0a3c768a49d4110f6c1604ace9951ee5,c2dc4fc771ee7b2567be90452ab776116796d02e99809789a0ba74ee1f0201bb,False,401,402,30,152,0.4006628292342578,0.9,0.1973684210526316,0.85
glm-4.7-flash,69e678eb784186f4820bb4b3d48b33b9,f6c1fd35da2530320175b61d9fccbf27c074a6caf225e019b00ea460ecb8304e,True,634,635,281,270,0.42652734632401396,0.9473684210526314,0.19999999999999998,0.9473684210526313
glm-4.7-flash,11340d814fe69bcd7dec113898fd5947,9f07527942a35e02d43cddb287bbd29ff05e60257a26ef084207ae1c87dcc759,True,343,344,104,342,0.9975144987572494,1.0000000000000002,0.10000000000000002,0.8500000000000002
glm-4.7-flash,14a87d69ccc079d85a0f5d57dc4a7bdb,2fc36d78f4d7ec7f5025474c898a91ae5d3b0b7583a1da6bfaff49e0fb2b9dcb,False,542,543,60,449,0.8195578786888816,1.0000000000000002,0.19999999999999996,0.9473684210526316
glm-4.7-flash,44182d567f7978b8cf0aa37c5ce0d4aa,33d7aa0cb4a2be835dd484060ad5ebad4d371ec7f1bc6b098a6c32b93bf3f026,False,375,376,71,157,0.43083727314320575,0.7500000000000002,0.1578947368421053,0.6
glm-4.7-flash,224470287933cd1645a9c37f922eb1c8,a508fb43c687a104a2a623cdadf032fbb1e04c6150d3865f7b8f3b6c4faf2dc4,True,951,952,78,946,0.9920847959253906,0.8500000000000001,0.09999999999999999,0.7000000000000001
glm-4.7-flash,df37dd0f3c463be2b4787059b63a9028,faf4a15864f40d90ddab6a0b9016f0458ae1ae4a44d1742f73b1c43ac28d52a6,False,457,458,211,230,0.5580745851815344,1.0000000000000002,0.2,0.9500000000000002
glm-4.7-flash,258c0f33efb3e637962b4ea8f6971d09,93270b3e3c9f270cb9eaf3ef9e96519a94c67157e0432a800f038338d1141af2,False,354,355,37,243,0.6855860189193522,0.8421052631578947,0.15000000000000002,0.8421052631578947
glm-4.7-flash,48d8738209cbe3d0f3490417e6c37914,eeab997f191be48dfe1c194b097d638f07ea993d6bd7215d8c8bbd4ba778b3e6,False,592,593,63,547,0.935016111707841,0.8,0.2,0.65
glm-4.7-flash,a255fd4b2fac78a3faaf47bd17cd723f,2aa3b0e97a23d6151e5c66deb5b4875724ccf5c4f250050890b2eaaa7ff3d01a,True,618,619,119,259,0.43220082669623955,0.8000000000000002,0.19999999999999998,0.7000000000000001
glm-4.7-flash,5355d6e5738c1e76aa8f1441131c9295,6a16233d73023a373965038ddfd9a7c8400af04b0394f2dac4419bc41947c909,False,649,650,99,297,0.4676470588235294,0.6973684210526317,0.2,0.44736842105263147
glm-4.7-flash,c4ce6239240ed6d8489f1ee8bf9a4784,efa07c99a0a45fa76bcc4b245a153ac3aed05864cefb6762a1e91b318a1ab19a,True,464,465,32,89,0.23154796939376104,0.5,0.15000000000000002,0.09999999999999998
glm-4.7-flash,ead218181cb76fdbdefd5ea17e01be5b,009cab8d8ee8cd84678fe0391eafff51a8592b8a75c651ed3f29c8393605715c,True,443,444,139,301,0.6698448840187847,1.0,0.15000000000000002,0.8500000000000001
gemma-4-31b-it,02b15d84011aa2ed96dcb904e63129bb,b116d0a1b6cd2a2daa896aebbc562a9940bcbf0dfb0a03335112cb08242ca377,True,161,162,4,147,0.9205298013245033,0.9,0.15000000000000002,0.09999999999999998
gemma-4-31b-it,02b15d84011aa2ed96dcb904e63129bb,0b31f91612c0d8b01110009686ae2e0f475fbdc61d7dfac82945a4afd8a3a111,False,174,175,4,40,0.26304873833390946,1.0,0.19999999999999998,1.0
gemma-4-31b-it,4ac69654711e8b95f09faca42e95c605,72aa5250000f3d4cd1059f861971b28c49d1860615d8bc766e3381d8caf34251,True,287,288,15,199,0.6737481031866465,0.9,0.15000000000000002,0.45000000000000007
gemma-4-31b-it,4ac69654711e8b95f09faca42e95c605,af3e3703669e449c4a1e9e59b09241bd6ce5d89f9024cb4656d900209b7c98b8,False,301,302,20,77,0.2785123966942149,0.6500000000000001,0.2,0.35
gemma-4-31b-it,ab944ef1e6f39bfd785f38954f9458c1,512d38152afd6aadeda97341225334991a22afc36a8b41d7fd93e7d64e13de47,True,223,224,6,0,0.0008833922261484099,0.19999999999999998,0.19999999999999998,0.19999999999999998
gemma-4-31b-it,058cf31a49867fb29c66658776a61192,f751411534df6e68e1ff9f677a9b520f5bcbd1efcddf4241a261e6a20c7a888d,True,203,204,9,117,0.5567942151250377,0.65,0.050000000000000024,0.4
gemma-4-31b-it,09ea98d7d3d7c2d1118697f0d8791db8,b6202e3586c2db593ed348b9c03203b6834187e6659d15d66227890597b0cb63,True,180,181,11,29,0.22815137489790363,0.29473684210526313,0.19999999999999996,0.21052631578947367
gemma-4-31b-it,058cf31a49867fb29c66658776a61192,2648a02b90f18b3548279bcbc58a67e216c55dece47990f2b9416a5524e15d9f,False,134,135,10,24,0.20383204239706482,0.8,0.19999999999999998,0.6499999999999999
gemma-4-31b-it,09ea98d7d3d7c2d1118697f0d8791db8,1e0cb25b0cb039072d8277b5d24a43fd4d9a170ba234bfafdbfb4ffd758cc466,False,186,187,8,92,0.5456176319835981,1.0,0.19999999999999998,0.9
gemma-4-31b-it,61f7d8bcb43d0bd0621b066d85eb2529,79b3c24f0e81a4f3c4eb6c9c1a00ed5479ad6aa28aa09fbbf7ca6365367d19eb,True,179,180,17,109,0.6756349006789037,0.75,0.15,0.6000000000000001
gemma-4-31b-it,4fa61733d0d0662b085c3ecdf3a66cf9,1132fca1f9d9ac39a273b6f3ecde62a319f58172921648738edaf4afda8e3ddf,True,232,233,8,78,0.38201649374833735,0.8500000000000001,0.19999999999999998,0.8500000000000001
gemma-4-31b-it,61f7d8bcb43d0bd0621b066d85eb2529,9491c84b3a3dea9669291da18097f225ed3573414e5ce6f4f535a6427a110301,False,190,191,21,52,0.3575388026607539,0.7000000000000001,0.09999999999999999,0.7000000000000001
gemma-4-31b-it,4fa61733d0d0662b085c3ecdf3a66cf9,85f5f57ebfba856273fa61c6bdb8a41b14c08ae3046fb667ec60ef4a1d2fb4d9,False,223,224,8,71,0.35337124289195776,0.9500000000000001,0.15000000000000002,0.9500000000000001
gemma-4-31b-it,b2b6765627a78f61fac9ba35346d7b1d,819cc1e2baec096224b7e0e0873fa1ded9e529350866a80bad139fac0cd558e7,True,112,113,3,30,0.27655591951333647,0.6000000000000001,0.09999999999999999,0.09999999999999999
gemma-4-31b-it,b2b6765627a78f61fac9ba35346d7b1d,c7c3e2d87a28c42384210091f1dacb2a229245206f1a0d3388db2293e25fe85b,False,129,130,4,28,0.2253968253968254,1.0,0.09999999999999999,1.0
gemma-4-31b-it,14a87d69ccc079d85a0f5d57dc4a7bdb,ff854d1421448787c68c3693c889ec5ac5d1bebce94442d70fa2ae416e54cdff,True,335,336,2,252,0.7728770131771596,0.8,0.15000000000000002,0.19999999999999998
gemma-4-31b-it,711f389c59ebfcb9eb04d37c86efae77,49fca9de0611ac14a06226930cf7db237a6ae9043e77640bce6bef54c8f40ebc,True,243,244,5,58,0.27509481668773705,0.44999999999999996,0.2,0.25
gemma-4-31b-it,711f389c59ebfcb9eb04d37c86efae77,8e290a007508f3debeb0730bf4f1958ab41a8d42633ecca9792a852d8ccab709,False,221,222,8,15,0.08954378010767923,0.8,0.09999999999999999,0.8
gemma-4-31b-it,633420a679153f203fc61a88a953629e,903cb98ca09d00efa6978c4882b624e269a72055ebb9ef19c3b581b92cd1f1e0,True,192,193,2,0,0.0009264978381717109,0.050000000000000024,0.050000000000000024,0.0
gemma-4-31b-it,633420a679153f203fc61a88a953629e,465253e4053156f064c1e6b6b42d4c4fcd102fe4e41e131521681533e5528ac1,False,280,281,2,161,0.6252414681262073,1.0,0.19999999999999998,0.35
gemma-4-31b-it,b456600e51f08dfb7754936792b3800e,63a4a0c41ae2cd5611f5df2030f331c52c7a3f31224c2b0ee676b91c1b5e5cb7,True,336,337,2,200,0.6543665436654367,0.7,0.09999999999999999,0.19999999999999998
gemma-4-31b-it,b456600e51f08dfb7754936792b3800e,971b26081129c9e398f92174476b7c3129d25c97c74a21fe1d5fd1ab478d92d7,False,57,58,2,56,0.9928425357873211,0.6,0.05000000000000002,0.30000000000000004
gemma-4-31b-it,24686977bb5ff6eaee7dac452c92c4be,fbcdbc7426d543ddd6fdd65ba526bdc84ad318fc3b97e4eeb38b689efe16c28e,True,168,169,7,62,0.4209021601016518,0.8,0.19999999999999998,0.775
gemma-4-31b-it,24686977bb5ff6eaee7dac452c92c4be,f5fc7be053c0cc7cee9b4793505eeca535cb5154b2cd899cc6af848f20b16c73,False,216,217,12,122,0.6006996501749126,0.85,0.19999999999999996,0.65
gemma-4-31b-it,715eb949cafa36ccc69ff816a68a68bd,73e6c4263c81441b0a9b0a01b4e8a314b58db325909ac1ebd28307296a3de82d,True,187,188,11,23,0.19491978609625668,0.55,0.19999999999999998,0.55
gemma-4-31b-it,715eb949cafa36ccc69ff816a68a68bd,56dc5b0b97186ad62f9841318a704d5af1601b40445a25f308d172f60acb50e1,False,272,273,13,124,0.4652439024390244,0.9,0.19999999999999998,0.8
gemma-4-31b-it,e84545b4073db0c4d84a58b5f4243d50,691531b48a1750ac56542c2b7b436f11eaab6ee13ee7c48b13c2d006a362d081,True,137,138,2,6,0.03937947494033413,0.25,0.19999999999999998,0.15000000000000002
gemma-4-31b-it,e84545b4073db0c4d84a58b5f4243d50,0199e2dd092a3d9070f21342247a96603c4648fe5fda2605c046ebd0e87917e4,False,280,281,2,222,0.7911149825783972,0.75,0.2,0.7
